seed,turn,stability,true_stability,risk,active_civil_wars,settlements,mediated_settlements,brokered_insurgencies,broken_accords,successions,complacency_mean,complacency_max,grievance_mean,comp_avg_population_stability,comp_avg_leader_legitimacy,comp_avg_trust,comp_active_conflict_count,comp_active_insurgency_count,comp_conflict_pressure,comp_insurgency_pressure,comp_stability_contrib_population,comp_stability_contrib_legitimacy,comp_stability_contrib_trust,comp_stability_contrib_conflict_relief,comp_risk_contrib_population,comp_risk_contrib_legitimacy,comp_risk_contrib_trust,comp_risk_contrib_conflict,comp_risk_contrib_insurgency,v3_new_insurgencies,v3_civil_wars_started,v3_tech_breakthroughs,v3_migrations,v3_fragmentation_events,v3_negotiations_concluded,v3_intelligence_ops,ins_organizing,ins_active,ins_escalated,ins_civil_war,ins_suppressed,ins_other,pop_demographic_stress,pop_housing_pressure,pop_unemployment,pop_food_security,pop_refugees,pop_war_casualties,leader_legitimacy,leader_inst_control,leader_war_pressure,leader_elite_support,leader_scandals
42,69,0.5705,0.5163,0.4538,1,1,1,6,0,0,0.3698,0.55,0.3846,0.4804,0.5302,0.6231,1,4,0.125,0.6667,0.1681,0.1591,0.1558,0.0875,0.1819,0.1174,0.0754,0.0125,0.0667,0,1,0,11,0,0,17,1,1,1,0,2,0,0.2821,0.3552,0.12,0.7966,0.3176,0.2414,0.5612,0.5,0.0278,0.291,84
42,70,0.5698,0.5323,0.4379,2,0,0,5,1,0,0.3708,0.55,0.3846,0.4774,0.5305,0.6244,1,3,0.125,0.5,0.1671,0.1591,0.1561,0.0875,0.1829,0.1174,0.0751,0.0125,0.05,0,0,0,16,0,1,21,1,0,2,0,2,0,0.3,0.3607,0.12,0.7967,0.3234,0.2437,0.5573,0.5,0.0229,0.291,86
42,71,0.5735,0.5235,0.4338,2,0,0,6,0,0,0.3717,0.55,0.3846,0.46,0.5225,0.623,0,3,0.0,0.5,0.161,0.1567,0.1558,0.1,0.189,0.1194,0.0754,0.0,0.05,1,1,0,15,0,0,18,0,1,1,1,3,0,0.2914,0.3648,0.12,0.7969,0.3234,0.2437,0.5534,0.5,0.02,0.291,89
42,72,0.5747,0.5247,0.4329,1,1,1,6,0,0,0.3726,0.55,0.3846,0.4569,0.5297,0.6236,0,3,0.0,0.5,0.1599,0.1589,0.1559,0.1,0.1901,0.1176,0.0753,0.0,0.05,0,0,0,14,0,0,11,0,1,1,0,3,0,0.2848,0.3562,0.12,0.797,0.3234,0.2437,0.5613,0.5,0.0171,0.291,91
42,73,0.575,0.5417,0.4164,1,0,0,5,0,0,0.3735,0.55,0.3846,0.4512,0.537,0.6238,0,2,0.0,0.3333,0.1579,0.1611,0.1559,0.1,0.1921,0.1158,0.0752,0.0,0.0333,0,0,0,13,0,0,16,0,1,1,0,3,0,0.2909,0.359,0.12,0.7971,0.3234,0.2437,0.5635,0.5,0.0166,0.291,92
42,74,0.5738,0.5238,0.4339,1,0,0,5,0,0,0.3754,0.55,0.3846,0.453,0.5313,0.6235,0,3,0.0,0.5,0.1586,0.1594,0.1559,0.1,0.1914,0.1172,0.0753,0.0,0.05,0,0,0,8,0,0,20,0,2,1,0,2,0,0.2911,0.361,0.12,0.7972,0.3234,0.2437,0.5595,0.5,0.0123,0.291,94
42,75,0.5834,0.5167,0.4419,1,0,0,6,0,0,0.3772,0.55,0.3846,0.4647,0.5487,0.6247,0,4,0.0,0.6667,0.1626,0.1646,0.1562,0.1,0.1874,0.1128,0.0751,0.0,0.0667,1,0,0,15,0,0,17,0,3,1,0,2,0,0.2913,0.3625,0.12,0.7973,0.3234,0.2437,0.5714,0.5,0.0104,0.2919,94
42,76,0.5726,0.5059,0.4522,1,0,0,6,0,0,0.3791,0.55,0.3846,0.4435,0.5372,0.625,0,4,0.0,0.6667,0.1552,0.1612,0.1562,0.1,0.1948,0.1157,0.075,0.0,0.0667,0,0,0,10,0,0,14,0,3,1,0,2,0,0.291,0.3637,0.12,0.7974,0.3234,0.2437,0.5634,0.5,0.0109,0.291,97
42,77,0.5676,0.5009,0.4566,1,0,0,6,0,0,0.3809,0.55,0.3846,0.4381,0.5288,0.6227,0,4,0.0,0.6667,0.1533,0.1586,0.1557,0.1,0.1967,0.1178,0.0755,0.0,0.0667,0,0,0,16,0,0,10,0,3,1,0,2,0,0.2912,0.3645,0.12,0.7975,0.3234,0.2437,0.5576,0.5,0.0061,0.2914,100
42,78,0.5682,0.5015,0.4563,1,2,2,7,0,0,0.3828,0.55,0.3846,0.4349,0.534,0.6232,0,4,0.0,0.6667,0.1522,0.1602,0.1558,0.1,0.1978,0.1165,0.0754,0.0,0.0667,1,0,0,11,0,0,14,0,1,1,0,3,0,0.2774,0.3446,0.12,0.7976,0.3234,0.2437,0.5661,0.5,0.0062,0.2919,102
42,79,0.5553,0.522,0.435,1,0,0,5,0,0,0.3846,0.55,0.3846,0.414,0.515,0.6235,0,2,0.0,0.3333,0.1449,0.1545,0.1559,0.1,0.2051,0.1212,0.0753,0.0,0.0333,0,0,0,11,0,0,20,0,1,1,0,3,0,0.2884,0.3507,0.12,0.7977,0.3234,0.2437,0.5475,0.5,0.0048,0.2914,107
42,80,0.5507,0.5174,0.4394,1,0,0,5,0,0,0.3865,0.55,0.3846,0.4025,0.5127,0.6242,0,2,0.0,0.3333,0.1409,0.1538,0.156,0.1,0.2091,0.1218,0.0752,0.0,0.0333,0,0,0,11,0,0,16,0,1,1,0,3,0,0.2897,0.3552,0.12,0.7978,0.3234,0.2437,0.5459,0.5,0.0061,0.291,110
42,81,0.5577,0.5244,0.4331,2,0,0,5,0,0,0.3882,0.55,0.3846,0.4118,0.5251,0.6243,0,2,0.0,0.3333,0.1441,0.1575,0.1561,0.1,0.2059,0.1187,0.0751,0.0,0.0333,0,0,0,16,0,0,14,0,0,2,0,3,0,0.2903,0.361,0.12,0.7979,0.3234,0.2437,0.5539,0.5,0.0048,0.2914,111
42,82,0.5597,0.493,0.4645,1,1,1,6,0,0,0.3891,0.55,0.3846,0.4159,0.5268,0.6245,0,4,0.0,0.6667,0.1456,0.158,0.1561,0.1,0.2044,0.1183,0.0751,0.0,0.0667,1,0,0,21,0,0,13,0,2,1,0,2,0,0.2847,0.3537,0.12,0.798,0.3234,0.2437,0.5578,0.5,0.0048,0.2914,113
42,83,0.5624,0.5124,0.4454,1,0,0,5,0,0,0.39,0.55,0.3846,0.4197,0.5309,0.6249,0,3,0.0,0.5,0.1469,0.1593,0.1562,0.1,0.2031,0.1173,0.075,0.0,0.05,0,0,0,14,0,0,11,0,2,1,0,2,0,0.2908,0.3574,0.12,0.7981,0.3234,0.2437,0.5582,0.5,0.0064,0.2914,115
42,84,0.5653,0.5153,0.4429,1,1,1,5,0,0,0.3909,0.55,0.3846,0.4205,0.5395,0.6252,0,3,0.0,0.5,0.1472,0.1619,0.1563,0.1,0.2028,0.1151,0.075,0.0,0.05,0,0,0,14,0,0,9,0,1,1,0,2,0,0.2852,0.3576,0.12,0.7982,0.3234,0.2437,0.5667,0.5,0.0075,0.2919,116
42,85,0.5695,0.5195,0.439,2,0,0,6,0,0,0.3495,0.55,0.3846,0.4282,0.5441,0.6258,0,3,0.0,0.5,0.1499,0.1632,0.1564,0.1,0.2001,0.114,0.0748,0.0,0.05,2,0,0,12,0,0,13,0,1,2,0,3,0,0.2918,0.3621,0.12,0.7983,0.3234,0.2437,0.5675,0.5,0.0058,0.2914,118
42,86,0.5651,0.5151,0.4431,2,0,0,6,0,0,0.3505,0.55,0.3846,0.4209,0.5364,0.6274,0,3,0.0,0.5,0.1473,0.1609,0.1568,0.1,0.2027,0.1159,0.0745,0.0,0.05,0,0,0,11,0,0,14,0,1,2,0,3,0,0.2923,0.3654,0.12,0.7984,0.3234,0.2437,0.5623,0.5,0.0077,0.2919,120
42,87,0.5603,0.4936,0.464,2,0,0,7,0,0,0.3523,0.55,0.3846,0.4162,0.5253,0.6283,0,4,0.0,0.6667,0.1457,0.1576,0.1571,0.1,0.2043,0.1187,0.0743,0.0,0.0667,1,0,0,14,0,0,18,0,2,2,0,3,0,0.293,0.368,0.12,0.7985,0.3234,0.2437,0.5551,0.5,0.0063,0.2919,123
42,88,0.5687,0.502,0.4563,2,1,1,7,0,0,0.3523,0.55,0.3846,0.4285,0.5385,0.6288,0,4,0.0,0.6667,0.15,0.1615,0.1572,0.1,0.2,0.1154,0.0742,0.0,0.0667,0,0,0,11,0,0,15,0,1,2,0,3,0,0.2871,0.3608,0.12,0.7986,0.3234,0.2437,0.5662,0.5,0.0074,0.2924,124
42,89,0.5627,0.5127,0.4453,2,0,0,6,0,0,0.3532,0.55,0.3846,0.4168,0.5324,0.6286,0,3,0.0,0.5,0.1459,0.1597,0.1571,0.1,0.2041,0.1169,0.0743,0.0,0.05,0,0,0,14,0,0,18,0,1,2,0,3,0,0.2933,0.3645,0.12,0.7986,0.3234,0.2437,0.5595,0.5,0.0059,0.2924,127
42,90,0.5595,0.5095,0.4484,3,0,0,6,0,0,0.3542,0.55,0.3846,0.4113,0.5273,0.6293,0,3,0.0,0.5,0.144,0.1582,0.1573,0.1,0.206,0.1182,0.0741,0.0,0.05,0,0,0,11,0,0,16,0,0,3,0,3,0,0.2941,0.3699,0.12,0.7986,0.3234,0.2437,0.5556,0.5,0.0048,0.2929,129
42,91,0.5627,0.496,0.4621,3,0,0,7,0,0,0.3551,0.55,0.3846,0.4154,0.5326,0.6302,0,4,0.0,0.6667,0.1454,0.1598,0.1575,0.1,0.2046,0.1168,0.074,0.0,0.0667,1,0,0,15,0,0,12,0,1,3,0,3,0,0.2949,0.3738,0.12,0.7986,0.3234,0.2437,0.5592,0.5,0.0048,0.2929,130
42,92,0.5568,0.4901,0.4677,3,0,0,7,0,0,0.356,0.55,0.3846,0.4033,0.5269,0.6301,0,4,0.0,0.6667,0.1412,0.1581,0.1575,0.1,0.2088,0.1183,0.074,0.0,0.0667,0,1,0,13,0,0,18,0,1,2,1,3,0,0.2961,0.3768,0.12,0.7986,0.3234,0.2437,0.5553,0.5,0.0048,0.2924,133
42,93,0.5529,0.4862,0.4713,3,0,0,7,0,0,0.3569,0.55,0.3846,0.3978,0.52,0.6307,0,4,0.0,0.6667,0.1392,0.156,0.1577,0.1,0.2108,0.12,0.0739,0.0,0.0667,1,1,0,8,0,0,13,0,1,1,2,4,0,0.2965,0.379,0.12,0.7986,0.3234,0.2437,0.5501,0.5,0.0074,0.2919,136
42,94,0.5529,0.4862,0.4716,3,1,1,7,0,0,0.3578,0.55,0.3846,0.393,0.5248,0.6316,0,4,0.0,0.6667,0.1375,0.1574,0.1579,0.1,0.2125,0.1188,0.0737,0.0,0.0667,0,0,0,11,0,0,13,0,0,1,2,4,0,0.29,0.3717,0.12,0.7986,0.3234,0.2437,0.5558,0.5,0.006,0.2919,138
42,95,0.5504,0.5004,0.4573,3,0,0,6,0,0,0.3588,0.55,0.3846,0.3879,0.5219,0.6321,0,3,0.0,0.5,0.1358,0.1566,0.158,0.1,0.2142,0.1195,0.0736,0.0,0.05,0,0,0,10,0,0,11,0,0,1,2,4,0,0.2958,0.3753,0.12,0.7986,0.3234,0.2437,0.5515,0.5,0.0061,0.2919,141
42,96,0.5367,0.47,0.487,1,2,2,7,0,0,0.3597,0.55,0.3846,0.3614,0.5064,0.633,0,4,0.0,0.6667,0.1265,0.1519,0.1582,0.1,0.2235,0.1234,0.0734,0.0,0.0667,1,1,0,14,0,0,8,0,1,1,0,4,0,0.2822,0.355,0.12,0.7986,0.3234,0.2437,0.5462,0.5,0.0078,0.2919,146
42,97,0.5321,0.4988,0.4579,1,0,0,6,0,0,0.3606,0.55,0.3846,0.3532,0.5009,0.6331,0,2,0.0,0.3333,0.1236,0.1503,0.1583,0.1,0.2264,0.1248,0.0734,0.0,0.0333,0,0,0,12,0,0,22,0,1,1,0,4,0,0.2925,0.3579,0.12,0.7987,0.3234,0.2437,0.5376,0.5,0.0079,0.291,150
42,98,0.5233,0.49,0.4662,1,0,0,6,0,0,0.3615,0.55,0.3846,0.3377,0.4891,0.6335,0,2,0.0,0.3333,0.1182,0.1467,0.1584,0.1,0.2318,0.1277,0.0733,0.0,0.0333,0,0,0,18,0,0,8,0,1,1,0,4,0,0.2928,0.36,0.12,0.7987,0.3234,0.2437,0.5293,0.5,0.0103,0.291,155
42,99,0.507,0.457,0.498,1,1,1,7,0,0,0.3625,0.55,0.3846,0.3103,0.467,0.6333,0,3,0.0,0.5,0.1086,0.1401,0.1583,0.1,0.2414,0.1333,0.0733,0.0,0.05,1,0,0,12,0,0,23,0,1,1,0,4,0,0.2864,0.3525,0.12,0.7987,0.3234,0.2437,0.5156,0.5,0.0114,0.2905,161
42,100,0.5107,0.4607,0.4949,1,0,0,7,0,0,0.3634,0.55,0.3846,0.3113,0.4776,0.6338,0,3,0.0,0.5,0.109,0.1433,0.1585,0.1,0.241,0.1306,0.0732,0.0,0.05,1,0,0,14,0,0,10,0,2,1,0,4,0,0.2924,0.3561,0.12,0.7988,0.3234,0.2437,0.5206,0.5,0.0131,0.2905,165
42,101,0.5161,0.4661,0.4901,2,0,0,7,0,0,0.3643,0.55,0.3846,0.3147,0.4916,0.634,0,3,0.0,0.5,0.1101,0.1475,0.1585,0.1,0.2399,0.1271,0.0732,0.0,0.05,0,0,0,13,0,0,18,0,1,2,0,4,0,0.2933,0.3611,0.12,0.7988,0.3234,0.2437,0.5298,0.5,0.0123,0.2905,167
42,102,0.5113,0.4613,0.4945,1,1,1,7,0,0,0.3652,0.55,0.3846,0.3086,0.4824,0.6343,0,3,0.0,0.5,0.108,0.1447,0.1586,0.1,0.242,0.1294,0.0731,0.0,0.05,0,0,0,14,0,0,15,0,1,1,0,4,0,0.2869,0.3534,0.12,0.7988,0.3234,0.2437,0.5265,0.5,0.0111,0.2905,172
42,103,0.5069,0.4736,0.4824,2,0,0,6,0,0,0.3662,0.55,0.3846,0.2943,0.4841,0.6345,0,2,0.0,0.3333,0.103,0.1452,0.1586,0.1,0.247,0.129,0.0731,0.0,0.0333,0,0,0,17,0,0,12,0,0,2,0,4,0,0.2929,0.3593,0.12,0.7988,0.3234,0.2437,0.5242,0.5,0.011,0.291,176
42,104,0.502,0.4687,0.4866,2,0,0,7,0,0,0.3671,0.55,0.3846,0.2919,0.4706,0.6346,0,2,0.0,0.3333,0.1022,0.1412,0.1586,0.1,0.2478,0.1323,0.0731,0.0,0.0333,1,0,0,7,0,0,19,0,0,2,0,5,0,0.294,0.3636,0.12,0.7988,0.3234,0.2437,0.515,0.5,0.0072,0.2914,182
42,105,0.5018,0.4518,0.5042,2,0,0,7,0,0,0.3689,0.55,0.3846,0.2784,0.4854,0.6349,0,3,0.0,0.5,0.0974,0.1456,0.1587,0.1,0.2526,0.1287,0.073,0.0,0.05,0,0,0,8,0,0,13,0,1,2,0,4,0,0.2947,0.3668,0.12,0.7988,0.3234,0.2437,0.5251,0.5,0.0116,0.2914,185
42,106,0.4999,0.4332,0.5229,2,0,0,8,0,0,0.3708,0.55,0.3846,0.2724,0.4862,0.6346,0,4,0.0,0.6667,0.0953,0.1459,0.1587,0.1,0.2547,0.1284,0.0731,0.0,0.0667,1,1,0,13,0,0,14,1,1,1,1,4,0,0.2949,0.3693,0.12,0.7988,0.3234,0.2437,0.5251,0.5,0.0128,0.291,189
42,107,0.4828,0.412,0.5564,1,1,1,8,0,0,0.3726,0.55,0.3846,0.2624,0.482,0.6352,1,5,0.125,0.8333,0.0918,0.1446,0.1588,0.0875,0.2582,0.1295,0.073,0.0125,0.0833,0,0,0,14,0,1,17,1,2,1,0,3,0,0.2896,0.3596,0.12,0.7989,0.328,0.246,0.525,0.5,0.0126,0.291,193
42,108,0.4743,0.4035,0.5642,1,0,0,8,0,0,0.3745,0.55,0.3846,0.2505,0.4669,0.6363,1,5,0.125,0.8333,0.0877,0.1401,0.1591,0.0875,0.2623,0.1333,0.0727,0.0125,0.0833,1,0,0,10,0,0,13,1,3,1,0,3,0,0.2968,0.3615,0.12,0.7989,0.3323,0.2483,0.5123,0.5,0.0193,0.2905,199
42,109,0.463,0.3755,0.5912,0,1,1,9,0,0,0.3763,0.55,0.3846,0.2344,0.4477,0.6367,1,6,0.125,1.0,0.082,0.1343,0.1592,0.0875,0.268,0.1381,0.0727,0.0125,0.1,1,0,0,12,0,0,11,1,4,0,0,3,0,0.2914,0.3514,0.12,0.7989,0.3366,0.2506,0.502,0.5,0.0218,0.2914,206
42,110,0.4641,0.3933,0.5743,0,1,1,9,0,0,0.3782,0.55,0.3846,0.2234,0.4637,0.6371,1,5,0.125,0.8333,0.0782,0.1391,0.1593,0.0875,0.2718,0.1341,0.0726,0.0125,0.0833,1,0,0,13,0,0,14,1,3,0,0,4,0,0.2916,0.3504,0.12,0.7989,0.3406,0.2529,0.5124,0.5,0.028,0.2919,209
42,111,0.456,0.4018,0.5649,2,0,0,7,0,0,0.3458,0.55,0.3846,0.2147,0.4459,0.6382,1,4,0.125,0.6667,0.0751,0.1338,0.1596,0.0875,0.2749,0.1385,0.0724,0.0125,0.0667,0,0,0,14,0,0,22,0,2,2,0,4,0,0.2998,0.3566,0.12,0.7989,0.3445,0.2553,0.4973,0.5,0.0271,0.2914,216
42,112,0.4676,0.4134,0.5545,2,1,1,7,0,0,0.3477,0.55,0.3846,0.2278,0.4679,0.6398,1,4,0.125,0.6667,0.0797,0.1404,0.16,0.0875,0.2703,0.133,0.072,0.0125,0.0667,0,0,0,12,0,1,23,0,1,2,0,4,0,0.2943,0.3588,0.12,0.7989,0.3482,0.2576,0.5148,0.5,0.0252,0.2919,218
42,113,0.4667,0.4125,0.556,2,0,0,8,0,0,0.3495,0.55,0.3846,0.215,0.4798,0.6399,1,4,0.125,0.6667,0.0752,0.1439,0.16,0.0875,0.2748,0.13,0.072,0.0125,0.0667,1,0,0,13,0,0,13,1,1,2,0,4,0,0.3021,0.3629,0.12,0.7989,0.3518,0.2599,0.5195,0.5,0.0254,0.2919,221
42,114,0.4542,0.4125,0.5685,1,1,1,8,0,0,0.3514,0.55,0.3846,0.214,0.4797,0.6415,2,4,0.25,0.6667,0.0749,0.1439,0.1604,0.075,0.2751,0.1301,0.0717,0.025,0.0667,0,0,0,15,0,1,19,1,1,1,0,4,0,0.2972,0.3545,0.12,0.7989,0.3554,0.2638,0.5221,0.5,0.026,0.2919,225
42,115,0.4466,0.4216,0.559,1,0,0,8,0,0,0.3532,0.55,0.3846,0.201,0.4674,0.6442,2,3,0.25,0.5,0.0703,0.1402,0.161,0.075,0.2797,0.1331,0.0712,0.025,0.05,1,0,0,13,0,1,20,1,1,1,0,5,0,0.3041,0.3574,0.12,0.799,0.359,0.2677,0.5111,0.5,0.0301,0.2914,230
42,116,0.4595,0.3845,0.5973,1,0,0,11,0,0,0.3551,0.55,0.3846,0.2164,0.4911,0.6458,2,6,0.25,1.0,0.0757,0.1473,0.1615,0.075,0.2743,0.1272,0.0708,0.025,0.1,3,0,0,13,0,1,9,3,2,1,0,5,0,0.3061,0.3596,0.12,0.799,0.3624,0.2717,0.5271,0.5,0.0335,0.2919,231
42,117,0.4555,0.3972,0.5844,1,1,1,11,0,0,0.3569,0.55,0.3846,0.2101,0.4838,0.6471,2,5,0.25,0.8333,0.0736,0.1451,0.1618,0.075,0.2764,0.1291,0.0706,0.025,0.0833,0,0,0,14,0,1,16,1,2,1,0,6,0,0.3008,0.3496,0.12,0.799,0.3658,0.2756,0.5242,0.5,0.0359,0.2919,235
42,118,0.4612,0.4195,0.5622,1,0,0,10,0,0,0.3597,0.55,0.3846,0.2224,0.4885,0.6473,2,4,0.25,0.6667,0.0778,0.1465,0.1618,0.075,0.2722,0.1279,0.0705,0.025,0.0667,0,0,0,15,0,0,15,1,2,1,0,6,0,0.3071,0.3542,0.12,0.799,0.369,0.2795,0.5248,0.5,0.0284,0.291,238
42,119,0.4698,0.4323,0.5364,0,1,1,10,0,0,0.3625,0.55,0.3846,0.2203,0.4777,0.6477,1,3,0.125,0.5,0.0771,0.1433,0.1619,0.0875,0.2729,0.1306,0.0705,0.0125,0.05,0,0,0,15,0,0,12,1,1,0,0,7,0,0.302,0.3459,0.12,0.799,0.369,0.2818,0.5204,0.5,0.0195,0.2905,243
42,120,0.4749,0.4374,0.5313,0,0,0,10,0,0,0.3652,0.55,0.3846,0.2361,0.4755,0.6485,1,3,0.125,0.5,0.0826,0.1427,0.1621,0.0875,0.2674,0.1311,0.0703,0.0125,0.05,1,0,0,11,0,0,10,0,3,0,0,7,0,0.3087,0.3488,0.12,0.799,0.369,0.2841,0.5168,0.5,0.0138,0.2905,248
42,121,0.4863,0.4488,0.5209,0,0,0,10,0,0,0.368,0.55,0.3846,0.2527,0.4934,0.6493,1,3,0.125,0.5,0.0884,0.148,0.1623,0.0875,0.2616,0.1266,0.0701,0.0125,0.05,0,0,0,15,0,0,12,0,3,0,0,7,0,0.3105,0.3509,0.12,0.799,0.369,0.2865,0.5292,0.5,0.0108,0.291,250
42,122,0.4757,0.4215,0.5472,1,1,1,11,0,0,0.3708,0.55,0.3846,0.238,0.4733,0.6518,1,4,0.125,0.6667,0.0833,0.142,0.1629,0.0875,0.2667,0.1317,0.0696,0.0125,0.0667,1,0,0,11,0,1,12,0,2,1,0,7,0,0.3052,0.3434,0.12,0.799,0.369,0.2888,0.5181,0.5,0.0094,0.2914,256
42,123,0.4833,0.4458,0.5237,1,0,0,10,0,0,0.3735,0.55,0.3846,0.2475,0.4866,0.6528,1,3,0.125,0.5,0.0866,0.146,0.1632,0.0875,0.2634,0.1284,0.0694,0.0125,0.05,0,0,0,15,0,1,20,0,2,1,0,7,0,0.3122,0.3497,0.12,0.799,0.369,0.2911,0.5244,0.5,0.0079,0.2919,259
42,124,0.4848,0.4473,0.5227,1,0,0,10,0,0,0.3763,0.55,0.3846,0.2427,0.4974,0.6527,1,3,0.125,0.5,0.0849,0.1492,0.1632,0.0875,0.2651,0.1256,0.0695,0.0125,0.05,0,0,0,20,0,0,13,0,2,1,0,7,0,0.3141,0.3543,0.12,0.7991,0.369,0.2934,0.5313,0.5,0.0142,0.2919,261
42,125,0.4721,0.4346,0.5342,2,0,0,10,0,0,0.3652,0.55,0.3846,0.2257,0.4752,0.6522,1,3,0.125,0.5,0.079,0.1426,0.1631,0.0875,0.271,0.1312,0.0696,0.0125,0.05,0,0,0,15,0,0,16,0,1,2,0,7,0,0.3158,0.36,0.12,0.7991,0.369,0.2957,0.5157,0.5,0.0114,0.2914,267
42,126,0.4657,0.4282,0.5399,2,0,0,10,1,0,0.3671,0.55,0.3846,0.22,0.4604,0.6524,1,3,0.125,0.5,0.077,0.1381,0.1631,0.0875,0.273,0.1349,0.0695,0.0125,0.05,0,0,16,15,0,0,16,0,1,2,0,7,0,0.327,0.3642,0.12,0.7991,0.369,0.298,0.504,0.5,0.0127,0.2919,273
42,127,0.4528,0.4278,0.5525,1,1,1,10,0,0,0.3689,0.55,0.3846,0.223,0.4583,0.6492,2,3,0.25,0.5,0.078,0.1375,0.1623,0.075,0.272,0.1354,0.0702,0.025,0.05,0,0,0,14,0,0,18,0,1,1,0,7,0,0.3144,0.3558,0.12,0.7991,0.3721,0.3026,0.5066,0.5,0.0099,0.2919,277
42,128,0.4532,0.4324,0.5348,1,0,0,9,0,0,0.3717,0.55,0.3846,0.2012,0.4421,0.6507,1,2,0.125,0.3333,0.0704,0.1326,0.1627,0.0875,0.2796,0.1395,0.0699,0.0125,0.0333,0,0,0,16,0,1,16,0,1,1,0,7,0,0.3219,0.3587,0.12,0.7991,0.3751,0.3049,0.4931,0.5,0.0197,0.2919,284
42,129,0.46,0.4392,0.5284,1,0,0,9,0,0,0.3745,0.55,0.3846,0.2128,0.4523,0.6492,1,2,0.125,0.3333,0.0745,0.1357,0.1623,0.0875,0.2755,0.1369,0.0702,0.0125,0.0333,0,0,0,18,0,0,17,0,1,1,0,7,0,0.324,0.3608,0.12,0.7991,0.3781,0.3072,0.4999,0.5,0.0272,0.2914,288
42,130,0.4561,0.4353,0.5319,1,1,1,9,1,0,0.3772,0.55,0.3846,0.2094,0.4427,0.6498,1,2,0.125,0.3333,0.0733,0.1328,0.1625,0.0875,0.2767,0.1393,0.07,0.0125,0.0333,0,1,0,16,0,0,16,0,0,0,1,7,0,0.3287,0.3508,0.12,0.7991,0.3809,0.3095,0.4948,0.5,0.0293,0.2914,294
42,131,0.4526,0.4151,0.5521,1,0,0,10,0,0,0.38,0.55,0.3846,0.1983,0.4445,0.6492,1,3,0.125,0.5,0.0694,0.1334,0.1623,0.0875,0.2806,0.1389,0.0702,0.0125,0.05,2,0,0,16,0,0,16,1,1,0,1,7,0,0.3271,0.3553,0.12,0.7991,0.3836,0.3118,0.4944,0.5,0.0321,0.291,299
42,132,0.444,0.4232,0.5435,1,0,0,11,0,0,0.3828,0.55,0.3846,0.1825,0.4342,0.6497,1,2,0.125,0.3333,0.0639,0.1302,0.1624,0.0875,0.2861,0.1415,0.0701,0.0125,0.0333,1,1,0,17,0,0,19,0,1,0,1,9,0,0.3301,0.3586,0.12,0.7991,0.3862,0.3141,0.4869,0.5,0.0384,0.291,305
42,133,0.4624,0.4416,0.5268,1,1,1,11,0,0,0.3708,0.55,0.3991,0.2049,0.4686,0.6507,1,2,0.125,0.3333,0.0717,0.1406,0.1627,0.0875,0.2783,0.1329,0.0699,0.0125,0.0333,0,1,0,18,0,0,18,0,0,1,0,9,0,0.3263,0.3553,0.12,0.7991,0.3886,0.3164,0.5131,0.5,0.0429,0.2914,306
42,134,0.4501,0.4293,0.5382,1,0,0,10,0,1,0.3726,0.55,0.4193,0.188,0.4464,0.6514,1,2,0.125,0.3333,0.0658,0.1339,0.1629,0.0875,0.2842,0.1384,0.0697,0.0125,0.0333,0,0,0,15,0,0,23,0,1,1,0,8,0,0.3391,0.3671,0.12,0.7991,0.391,0.3187,0.4986,0.5,0.0494,0.2905,284
42,135,0.4622,0.4247,0.5441,1,0,0,11,0,0,0.3745,0.55,0.4346,0.1987,0.4726,0.6534,1,3,0.125,0.5,0.0695,0.1418,0.1634,0.0875,0.2805,0.1318,0.0693,0.0125,0.05,1,0,0,9,0,1,15,0,2,1,0,8,0,0.3384,0.3794,0.12,0.7991,0.3933,0.321,0.513,0.5,0.0558,0.2905,285
42,136,0.4612,0.407,0.5619,1,0,0,11,0,0,0.3772,0.55,0.4453,0.1948,0.4727,0.6548,1,4,0.125,0.6667,0.0682,0.1418,0.1637,0.0875,0.2818,0.1318,0.069,0.0125,0.0667,0,0,0,18,0,0,15,0,3,1,0,7,0,0.3416,0.3909,0.12,0.7991,0.3955,0.3234,0.513,0.5,0.054,0.291,289
42,137,0.4681,0.4139,0.5557,1,1,1,11,0,0,0.38,0.55,0.4595,0.2029,0.4851,0.6561,1,4,0.125,0.6667,0.071,0.1455,0.164,0.0875,0.279,0.1287,0.0688,0.0125,0.0667,0,0,0,13,0,0,11,0,2,1,0,7,0,0.3375,0.398,0.12,0.7991,0.3977,0.3257,0.5243,0.5,0.0486,0.291,292
42,138,0.476,0.4385,0.5311,1,0,0,10,0,0,0.3828,0.55,0.4555,0.2249,0.4854,0.6568,1,3,0.125,0.5,0.0787,0.1456,0.1642,0.0875,0.2713,0.1286,0.0686,0.0125,0.05,0,0,0,12,0,0,18,0,2,1,0,7,0,0.3469,0.4066,0.12,0.7991,0.3998,0.328,0.5216,0.5,0.0474,0.2914,296
42,139,0.4589,0.4047,0.5634,1,0,0,10,0,0,0.3855,0.55,0.4591,0.2001,0.4564,0.658,1,4,0.125,0.6667,0.07,0.1369,0.1645,0.0875,0.28,0.1359,0.0684,0.0125,0.0667,0,1,0,11,0,1,14,0,3,0,1,6,0,0.349,0.4137,0.12,0.7991,0.4018,0.3303,0.5017,0.5,0.0446,0.291,303
